1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	violet	violet	A	ADJ	g=m|n=s|s=qual	2	ats	_	_
4	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	probable	probable	A	ADJ	n=s|s=qual	2	ats	_	_
4	que	que	C	CS	s=s	2	mod	_	_
5	Fred	Fred	N	NPP	g=m|n=s|s=p	6	suj	_	_
6	viendra	venir	V	V	m=ind|n=s|p=3|t=fut	4	obj	_	_
7	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	difficile	difficile	A	ADJ	n=s|s=qual	2	ats	_	_
4	de	de	P	P	_	2	mod	_	_
5	résoudre	résoudre	V	VINF	m=inf	4	obj	_	_
6	ce	ce	D	DET	g=m|n=s|s=dem	7	det	_	_
7	problème	problème	N	NC	g=m|n=s|s=c	5	obj	_	_
8	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	difficile	difficile	A	ADJ	n=s|s=qual	2	ats	_	_
4	à	à	P	P	_	2	mod	_	_
5	résoudre	résoudre	V	VINF	m=inf	4	obj	_	_
6	(	(	PONCT	PONCT	s=w	2	ponct	_	_
7	ce	ce	D	DET	g=m|n=s|s=dem	8	det	_	_
8	problème	problème	N	NC	g=m|n=s|s=c	2	mod	_	_
9	)	)	PONCT	PONCT	s=w	2	ponct	_	_
10	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	pleut	pleuvoir	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	fait	faire	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	beau	beau	A	ADJ	g=m|n=s|s=qual	2	ats	_	_
4	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	faut	falloir	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	du	de	D	DET	_	4	det	_	_
4	pain	pain	N	NC	g=m|n=s|s=c	2	obj	_	_
5	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	faut	falloir	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	que	que	C	CS	s=s	2	obj	_	_
4	Fred	Fred	N	NPP	g=m|n=s|s=p	5	suj	_	_
5	vienne	vienne	V	V	m=ind	3	obj	_	_
6	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	probable	probable	A	ADJ	n=s|s=qual	2	ats	_	_
4	que	que	C	CS	s=s	2	mod	_	_
5	Fred	Fred	N	NPP	g=m|n=s|s=p	6	suj	_	_
6	viendra	venir	V	V	m=ind|n=s|p=3|t=fut	4	obj	_	_
7	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	de	un	D	DET	n=p|s=ind	4	det	_	_
4	règle	règle	N	NC	g=f|n=s|s=c	2	ats	_	_
5	de	de	P	P	_	4	dep	_	_
6	porter	porter	V	VINF	m=inf	5	obj	_	_
7	un	un	D	DET	g=m|n=s|s=ind	8	det	_	_
8	chapeau	chapeau	N	NC	g=m|n=s|s=c	6	obj	_	_
9	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	plaît	plaire	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	à	à	P	P	_	2	mod	_	_
4	Vanne	Vanne	V	VINF	m=inf	3	obj	_	_
5	que	que	C	CS	s=s	4	obj	_	_
6	Fred	Fred	N	NPP	g=m|n=s|s=p	7	suj	_	_
7	vienne	vienne	V	V	m=ind	5	obj	_	_
8	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	4	suj	_	_
2	a	avoir	V	V	m=ind|n=s|p=3|t=pst	4	aux_tps	_	_
3	été	être	V	VPP	m=part|t=past	4	aux_pass	_	_
4	dit	dire	V	VPP	g=m|m=part|n=s|t=past	0	root	_	_
5	que	que	C	CS	s=s	4	obj	_	_
6	Fred	Fred	N	NPP	g=m|n=s|s=p	7	suj	_	_
7	viendra	venir	V	V	m=ind|n=s|p=3|t=fut	5	obj	_	_
8	.	.	PONCT	PONCT	s=s	4	ponct	_	_

1	Il	cln	CL	CLS	s=suj	3	suj	_	_
2	se	se	CL	CLR	p=3|s=refl	3	aff	_	_
3	raconte	raconter	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
4	que	que	C	CS	s=s	3	obj	_	_
5	Fred	Fred	N	NPP	g=m|n=s|s=p	6	suj	_	_
6	viendra	venir	V	V	m=ind|n=s|p=3|t=fut	4	obj	_	_
7	.	.	PONCT	PONCT	s=s	3	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	manque	manquer	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	du	de	P+D	P+D	s=def	2	de_obj	_	_
4	pain	pain	N	NC	g=m|n=s|s=c	3	obj	_	_
5	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	reste	rester	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	du	de	P+D	P+D	s=def	2	de_obj	_	_
4	pain	pain	N	NC	g=m|n=s|s=c	3	obj	_	_
5	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	3	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	3	aux_tps	_	_
3	venu	venir	V	VPP	g=m|m=part|n=s|t=past	0	root	_	_
4	trois	trois	D	DET	s=card	5	det	_	_
5	personnes	personne	N	NC	g=f|n=p|s=neg	3	obj	_	_
6	.	.	PONCT	PONCT	s=s	3	ponct	_	_

1	Il	cln	CL	CLS	s=suj	4	suj	_	_
2	a	avoir	V	V	m=ind|n=s|p=3|t=pst	4	aux_tps	_	_
3	été	être	V	VPP	m=part|t=past	4	aux_pass	_	_
4	mangé	manger	V	VPP	g=m|m=part|n=s|t=past	0	root	_	_
5	trois	trois	D	DET	s=card	6	det	_	_
6	gâteaux	gâteau	N	NC	g=m|n=p|s=c	4	obj	_	_
7	.	.	PONCT	PONCT	s=s	4	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	difficile	difficile	A	ADJ	n=s|s=qual	2	ats	_	_
4	pour	pour	P	P	_	2	mod	_	_
5	les	le	D	DET	n=p|s=def	6	det	_	_
6	étudiants	étudiant	N	NC	g=m|n=p|s=c	4	obj	_	_
7	qui	qui	PRO	PROREL	s=rel	8	suj	_	_
8	viennent	venir	V	V	m=ind|n=p|p=3|t=pst	6	mod_rel	_	_
9	ici	ici	ADV	ADV	_	8	mod	_	_
10	]	]	PONCT	PONCT	s=w	8	ponct	_	_
11	de	de	P	P	_	8	obj	_	_
12	résoudre	résoudre	V	VINF	m=inf	11	obj	_	_
13	ce	ce	D	DET	g=m|n=s|s=dem	14	det	_	_
14	problème	problème	N	NC	g=m|n=s|s=c	12	obj	_	_
15	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	difficile	difficile	A	ADJ	n=s|s=qual	2	ats	_	_
4	pour	pour	P	P	_	2	mod	_	_
5	les	le	D	DET	n=p|s=def	6	det	_	_
6	étudiants	étudiant	N	NC	g=m|n=p|s=c	4	obj	_	_
7	qui	qui	PRO	PROREL	s=rel	8	suj	_	_
8	viennent	venir	V	V	m=ind|n=p|p=3|t=pst	6	mod_rel	_	_
9	juste	juste	ADV	ADV	_	8	mod	_	_
10	de	de	P	P	_	8	obj	_	_
11	résoudre	résoudre	V	VINF	m=inf	10	obj	_	_
12	ce	ce	D	DET	g=m|n=s|s=dem	13	det	_	_
13	problème	problème	N	NC	g=m|n=s|s=c	11	obj	_	_
14	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	peut	pouvoir	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	lui	cld	CL	CLO	n=s|s=obj	4	mod	_	_
4	paraître	paraître	V	VINF	m=inf	2	obj	_	_
5	très	très	ADV	ADV	_	6	mod	_	_
6	difficile	difficile	A	ADJ	n=s|s=qual	4	ato	_	_
7	de	de	P	P	_	4	obj	_	_
8	résoudre	résoudre	V	VINF	m=inf	7	obj	_	_
9	ce	ce	D	DET	g=m|n=s|s=dem	10	det	_	_
10	problème	problème	N	NC	g=m|n=s|s=c	8	obj	_	_
11	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	6	suj	_	_
2	ne	ne	ADV	ADV	s=neg	6	mod	_	_
3	s'	se	CL	CLR	p=3|s=refl	6	aff	_	_
4	est	être	V	V	m=ind|n=s|p=3|t=pst	6	aux_tps	_	_
5	pas	pas	ADV	ADV	s=neg	6	mod	_	_
6	avéré	avérer	V	VPP	g=m|m=part|n=s|t=past	0	root	_	_
7	difficile	difficile	A	ADJ	n=s|s=qual	6	ats	_	_
8	de	de	P	P	_	6	obj	_	_
9	résoudre	résoudre	V	VINF	m=inf	8	obj	_	_
10	ce	ce	D	DET	g=m|n=s|s=dem	11	det	_	_
11	problème	problème	N	NC	g=m|n=s|s=c	9	obj	_	_
12	.	.	PONCT	PONCT	s=s	6	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	certain	certain	A	ADJ	g=m|n=s|s=qual	2	ats	_	_
4	que	que	C	CS	s=s	2	mod	_	_
5	Fred	Fred	N	NPP	g=m|n=s|s=p	6	suj	_	_
6	viendra	venir	V	V	m=ind|n=s|p=3|t=fut	4	obj	_	_
7	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	manque	manquer	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	du	de	P+D	P+D	s=def	2	de_obj	_	_
4	poivre	poivre	N	NC	g=m|n=s|s=c	3	obj	_	_
5	(	(	PONCT	PONCT	s=w	2	ponct	_	_
6	dans	dans	P	P	_	2	mod	_	_
7	cette	ce	D	DET	g=f|n=s|s=dem	8	det	_	_
8	maison	maison	N	NC	g=f|n=s|s=c	6	obj	_	_
9	)	)	PONCT	PONCT	s=w	2	ponct	_	_
10	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	manque	manquer	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	de	de	P	P	_	2	de_obj	_	_
4	poivre	poivre	N	NC	g=m|n=s|s=c	3	obj	_	_
5	,	,	PONCT	PONCT	s=w	2	ponct	_	_
6	ce	ce	D	DET	g=m|n=s|s=dem	7	det	_	_
7	rôti	rôti	N	NC	g=m|n=s|s=c	2	obj	_	_
8	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	reste	rester	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	la	le	D	DET	g=f|n=s|s=def	4	det	_	_
4	valise	valise	N	NC	g=f|n=s|s=c	2	ats	_	_
5	du	de	P+D	P+D	s=def	4	dep	_	_
6	chef	chef	N	NC	n=s|s=c	5	obj	_	_
7	(	(	PONCT	PONCT	s=w	2	ponct	_	_
8	dans	dans	P	P	_	2	mod	_	_
9	la	le	D	DET	g=f|n=s|s=def	10	det	_	_
10	voiture	voiture	N	NC	g=f|n=s|s=c	8	obj	_	_
11	)	)	PONCT	PONCT	s=w	2	ponct	_	_
12	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	reste	rester	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	la	le	D	DET	g=f|n=s|s=def	4	det	_	_
4	priorité	priorité	N	NC	g=f|n=s|s=c	2	ats	_	_
5	du	de	P+D	P+D	s=def	4	dep	_	_
6	chef	chef	N	NC	n=s|s=c	5	obj	_	_
7	(	(	PONCT	PONCT	s=w	4	ponct	_	_
8	le	le	D	DET	g=m|n=s|s=def	9	det	_	_
9	chômage	chômage	N	NC	g=m|n=s|s=c	4	mod	_	_
10	)	)	PONCT	PONCT	s=w	4	ponct	_	_
11	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	4	suj	_	_
2	a	avoir	V	V	m=ind|n=s|p=3|t=pst	4	aux_tps	_	_
3	été	être	V	VPP	m=part|t=past	4	aux_pass	_	_
4	choisi	choisir	V	VPP	g=m|m=part|n=s|t=past	0	root	_	_
5	que	que	C	CS	s=s	4	obj	_	_
6	les	le	D	DET	n=p|s=def	7	det	_	_
7	séances	séance	N	NC	g=f|n=p|s=c	9	suj	_	_
8	se	se	CL	CLR	p=3|s=refl	9	aff	_	_
9	feraient	faire	V	V	m=ind|n=p|p=3|t=cond	5	obj	_	_
10	le	le	D	DET	g=m|n=s|s=def	11	det	_	_
11	matin	matin	N	NC	g=m|n=s|s=c	9	obj	_	_
12	vers	vers	P	P	_	9	mod	_	_
13	9h	9h	N	NC	s=c	12	obj	_	_
14	.	.	PONCT	PONCT	s=s	4	ponct	_	_

1	Il	cln	CL	CLS	s=suj	4	suj	_	_
2	a	avoir	V	V	m=ind|n=s|p=3|t=pst	4	aux_tps	_	_
3	été	être	V	VPP	m=part|t=past	4	aux_pass	_	_
4	choisi	choisir	V	VPP	g=m|m=part|n=s|t=past	0	root	_	_
5	plutôt_que	plutôt_que	C	CS	s=s	4	mod	_	_
6	l'	le	D	DET	n=s|s=def	7	det	_	_
7	acier	acier	N	NC	g=m|n=s|s=c	5	obj	_	_
8	ou	ou	C	CC	s=c	7	coord	_	_
9	le	le	D	DET	g=m|n=s|s=def	10	det	_	_
10	béton	béton	N	NC	g=m|n=s|s=c	8	dep_coord	_	_
11	pour	pour	P	P	_	5	obj	_	_
12	soutenir	soutenir	V	VINF	m=inf	11	obj	_	_
13	une	un	D	DET	g=f|n=s|s=ind	14	det	_	_
14	toiture	toiture	N	NC	g=f|n=s|s=c	12	obj	_	_
15	de	de	P	P	_	14	dep	_	_
16	170	170	D	DET	s=card	17	det	_	_
17	mètres	mètre	N	NC	g=m|n=p|s=c	15	obj	_	_
18	.	.	PONCT	PONCT	s=s	4	ponct	_	_

1	Il	cln	CL	CLS	s=suj	4	suj	_	_
2	s'	se	CL	CLR	p=3|s=refl	4	aff	_	_
3	était	être	V	V	m=ind|n=s|p=3|t=impft	4	aux_tps	_	_
4	réfugié	réfugier	V	VPP	g=m|m=part|n=s|t=past	0	root	_	_
5	en	en	P	P	p=3	4	mod	_	_
6	Angleterre	Angleterre	N	NC	g=f|n=s|s=c	5	obj	_	_
7	.	.	PONCT	PONCT	s=s	4	ponct	_	_

1	Il	cln	CL	CLS	s=suj	6	suj	_	_
2	y	y	CL	CLO	p=3|s=obj	6	aff	_	_
3	avait	avoir	V	V	m=ind|n=s|p=3|t=impft	6	aux_tps	_	_
4	très	très	ADV	ADV	_	5	mod	_	_
5	tôt	tôt	ADV	ADV	_	6	mod	_	_
6	connu	connaître	V	VPP	g=m|m=part|n=s|t=past	0	root	_	_
7	les	le	D	DET	n=p|s=def	8	det	_	_
8	pianos	piano	N	NC	g=m|n=p|s=c	6	obj	_	_
9	de	de	P	P	_	6	de_obj	_	_
10	...	...	PONCT	PONCT	s=s	6	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	revient	revenir	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	de	de	P	P	_	2	de_obj	_	_
4	Rimini	Rimini	N	NC	s=c	3	obj	_	_
5	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Il_y_a	il_y_a	V	V	m=ind	0	root	_	_
2	donné	donner	A	ADJ	g=m|m=part|n=s|s=qual|t=past	1	mod	_	_
3	la	le	D	DET	g=f|n=s|s=def	4	det	_	_
4	réplique	réplique	N	NC	g=f|n=s|s=c	1	obj	_	_
5	à	à	P	P	_	4	dep	_	_
6	Madeleine	Madeleine	N	NC	g=f|n=s|s=c	5	obj	_	_
7	.	.	PONCT	PONCT	s=s	1	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	était	être	V	V	m=ind|n=s|p=3|t=impft	0	root	_	_
3	"	"	PONCT	PONCT	s=w	2	ponct	_	_
4	même	même	ADV	ADV	_	2	mod	_	_
5	souhaitable	souhaitable	A	ADJ	n=s|s=qual	2	ats	_	_
6	"	"	PONCT	PONCT	s=w	5	ponct	_	_
7	que	que	C	CS	s=s	2	obj	_	_
8	celui-ci	celui-ci	PRO	PRO	g=m|n=s|s=dem	10	suj	_	_
9	soit	être	V	VS	m=subj|n=s|p=3|t=pst	10	aux_pass	_	_
10	issu	issir	V	VPP	g=m|m=part|n=s|t=past	7	obj	_	_
11	"	"	PONCT	PONCT	s=w	10	ponct	_	_
12	de	de	P	P	_	10	mod	_	_
13	l’opposition	l’opposition	V	VINF	m=inf	12	obj	_	_
14	"	"	PONCT	PONCT	s=w	10	ponct	_	_
15	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
2	-il	cln	CL	CLS	s=suj	1	suj	_	_
3	inconcevable	inconcevable	A	ADJ	n=s|s=qual	1	mod	_	_
4	que	que	ADV	ADV	_	1	mod	_	_
5	...	...	PONCT	PONCT	s=s	1	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	donc	donc	ADV	ADV	_	2	mod	_	_
4	indispensable	indispensable	A	ADJ	n=s|s=qual	2	ats	_	_
5	et	et	C	CC	s=c	4	coord	_	_
6	légitime	légitime	A	ADJ	n=s|s=qual	5	dep_coord	_	_
7	de	de	P	P	_	2	mod	_	_
8	les	cla	CL	CLO	n=p|s=obj	9	mod	_	_
9	aider	aider	V	VINF	m=inf	7	obj	_	_
10	...	...	PONCT	PONCT	s=s	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	semble	sembler	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	tout_à_fait	tout_à_fait	ADV	ADV	_	4	mod	_	_
4	myope	myope	A	ADJ	s=qual	2	ats	_	_
5	,	,	PONCT	PONCT	s=w	4	ponct	_	_
6	voire	voire	C	CC	s=c	4	coord	_	_
7	aveugle	aveugle	A	ADJ	n=s|s=qual	6	dep_coord	_	_
8	,	,	PONCT	PONCT	s=w	2	ponct	_	_
9	de	de	P	P	_	2	mod	_	_
10	penser	penser	V	VINF	m=inf	9	obj	_	_
11	que	que	C	CS	s=s	10	obj	_	_
12	la	le	D	DET	g=f|n=s|s=def	13	det	_	_
13	situation	situation	N	NC	g=f|n=s|s=c	15	suj	_	_
14	ne	ne	ADV	ADV	s=neg	15	mod	_	_
15	peut	pouvoir	V	V	m=ind|n=s|p=3|t=pst	11	obj	_	_
16	se	se	CL	CLR	p=3|s=refl	17	aff	_	_
17	détériorer	détériorer	V	VINF	m=inf	15	obj	_	_

1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	idiot	idiot	A	ADJ	g=m|n=s|s=qual	2	ats	_	_
4	de	de	P	P	_	2	mod	_	_
5	sa	son	D	DET	g=f|n=s|s=poss	6	det	_	_
6	part	part	N	NC	n=s|s=c	4	obj	_	_
7	d'	de	P	P	_	6	dep	_	_
8	avoir	avoir	V	VINF	m=inf	9	aux_tps	_	_
9	refusé	refuser	V	VPP	g=m|m=part|n=s|t=past	7	obj	_	_
10	cette	ce	D	DET	g=f|n=s|s=dem	11	det	_	_
11	offre	offre	N	NC	g=f|n=s|s=c	9	obj	_	_
12	.	.	PONCT	PONCT	s=s	2	ponct	_	_

1	Comme	comme	C	CS	s=s	0	root	_	_
2	il	cln	CL	CLS	s=suj	5	suj	_	_
3	a	avoir	V	V	m=ind|n=s|p=3|t=pst	5	aux_tps	_	_
4	été	être	V	VPP	m=part|t=past	5	aux_pass	_	_
5	annoncé	annoncer	V	VPP	g=m|m=part|n=s|t=past	1	obj	_	_
6	...	...	PONCT	PONCT	s=s	1	ponct	_	_

1	Comme	comme	C	CS	s=s	0	root	_	_
2	il	cln	CL	CLS	s=suj	3	suj	_	_
3	conviendrait	convenir	V	V	m=ind|n=s|p=3|t=cond	1	obj	_	_
4	...	...	PONCT	PONCT	s=s	1	ponct	_	_

1	Comme	comme	C	CS	s=s	0	root	_	_
2	il	cln	CL	CLS	s=suj	3	suj	_	_
3	arrive	arriver	V	V	m=ind|n=s|p=3|t=pst	1	obj	_	_
4	souvent	souvent	ADV	ADV	_	3	mod	_	_
5	...	...	PONCT	PONCT	s=s	1	ponct	_	_

1	Comme	comme	C	CS	s=s	0	root	_	_
2	il	cln	CL	CLS	s=suj	5	suj	_	_
3	est	être	V	V	m=ind|n=s|p=3|t=pst	5	aux_pass	_	_
4	bien	bien	ADV	ADV	_	5	mod	_	_
5	connu	connaître	V	VPP	g=m|m=part|n=s|t=past	1	obj	_	_
6	...	...	PONCT	PONCT	s=s	1	ponct	_	_

1	Il	cln	CL	CLS	s=suj	4	suj	_	_
2	s'	se	CL	CLR	p=3|s=refl	4	aff	_	_
3	était	être	V	V	m=ind|n=s|p=3|t=impft	4	aux_tps	_	_
4	formé	former	V	VPP	g=m|m=part|n=s|t=past	0	root	_	_
5	un	un	D	DET	g=m|n=s|s=ind	6	det	_	_
6	cercle	cercle	N	NC	g=m|n=s|s=c	4	obj	_	_
7	d'	de	P	P	_	6	dep	_	_
8	inimitié	inimitié	N	NC	g=f|n=s|s=c	7	obj	_	_
9	autour_de	autour_de	P	P	_	4	mod	_	_
10	cet	ce	D	DET	g=m|n=s|s=dem	11	det	_	_
11	individu	individu	N	NC	g=m|n=s|s=c	9	obj	_	_
12	abject	abject	A	ADJ	g=m|n=s|s=qual	11	mod	_	_
13	...	...	PONCT	PONCT	s=s	4	ponct	_	_

